"0011-5258","2016","Dados: revista de ciências sociais","14","25","http://scholar.google.com/citations?view_op=list_hcore&venue=GJLD0gbym6AJ.2016&hl=en"
"0011-5258","2017","Dados","6","8","http://scholar.google.com/citations?view_op=list_hcore&venue=iXPDJirduP4J.2017&hl=en"
"0011-5258","2020","Dados: revista de ciências sociais","17","25","https://scholar.google.com/citations?view_op=list_hcore&venue=iXPDJirduP4J.2020&hl=pt-BR"
"0011-6793","2015","Darwiniana, nueva serie","5","7","http://scholar.google.com/citations?view_op=list_hcore&venue=rqAbNUp-p6MJ.2015&hl=en"
"0011-6793","2017","Darwiniana, nueva serie","7","8","http://scholar.google.com/citations?view_op=list_hcore&venue=rqAbNUp-p6MJ.2017&hl=en"
"0011-8516","2016","SADJ: Journal of the South African Dental Association/Tydskrif van die Suid-Afrikaanse Tandheelkundige Vereniging","10","16","http://scholar.google.com/citations?view_op=list_hcore&venue=74P7TYfbVFgJ.2016&hl=en"
"0011-8516","2020","SADJ: Journal of the South African Dental Association/Tydskrif van die Suid-Afrikaanse Tandheelkundige Vereniging","9","11","https://scholar.google.com/citations?view_op=list_hcore&venue=mFCUacyow6sJ.2020&hl=en"
"0012-7353","2015","Revista Dyna (Universidad Nacional de Colombia)","12","14","http://scholar.google.com/citations?view_op=list_hcore&venue=vifyspOnIL4J.2015&hl=en"
"0012-7353","2016","Revista Dyna (Universidad Nacional de Colombia)","13","15","http://scholar.google.com/citations?view_op=list_hcore&venue=vifyspOnIL4J.2016&hl=en"
"0012-7353","2017","Revista Dyna (Universidad Nacional de Colombia)","12","16","http://scholar.google.com/citations?view_op=list_hcore&venue=vifyspOnIL4J.2017&hl=en"
"0012-7353","2020","Revista Dyna (Universidad Nacional de Colombia)","17","21","https://scholar.google.com/citations?view_op=list_hcore&venue=vifyspOnIL4J.2020&hl=es"
"0014-1518","2020","Estudios internacionales (Santiago)","11","17","https://scholar.google.com/citations?view_op=list_hcore&venue=1fkUbdoZpSoJ.2020&hl=es"
"0016-5301","2020","Gayana Botánica","10","13","https://scholar.google.com/citations?view_op=list_hcore&venue=LvGEwjrRi7YJ.2020&hl=es"
"0016-7169","2015","Geofísica Internacional","6","10","http://scholar.google.com/citations?view_op=list_hcore&venue=hoWTXBRTmkcJ.2015&hl=en"
"0016-7169","2016","Geofísica Internacional","7","10","http://scholar.google.com/citations?view_op=list_hcore&venue=hoWTXBRTmkcJ.2016&hl=en"
"0016-7169","2020","Geofísica Internacional","9","15","https://scholar.google.com/citations?view_op=list_hcore&venue=hoWTXBRTmkcJ.2020&hl=es"
"0018-229X","2015","Historia, South Africa","3","4","http://scholar.google.com/citations?view_op=list_hcore&venue=rOAP7Z7XbaIJ.2015&hl=en"
"0018-229X","2016","Historia, South Africa","5","5","http://scholar.google.com/citations?view_op=list_hcore&venue=rOAP7Z7XbaIJ.2016&hl=en"
"0018-229X","2020","Historia, South Africa","5","8","https://scholar.google.com/citations?view_op=list_hcore&venue=rOAP7Z7XbaIJ.2020&hl=en"
"0020-3874","2014","Revista do Instituto de Estudos Brasileiros","4","4","http://scholar.google.com/citations?view_op=list_hcore&venue=LiQK2cY3BwQJ.2014&hl=pt-br"
"0020-3874","2015","Revista do Instituto de Estudos Brasileiros","4","6","http://scholar.google.com/citations?view_op=list_hcore&venue=LiQK2cY3BwQJ.2015&hl=pt-BR"
"0020-3874","2016","Revista do Instituto de Estudos Brasileiros","4","7","http://scholar.google.com/citations?view_op=list_hcore&venue=LiQK2cY3BwQJ.2016&hl=en"
"0020-3874","2017","Revista do Instituto de Estudos Brasileiros","5","9","http://scholar.google.com/citations?view_op=list_hcore&venue=LiQK2cY3BwQJ.2017&hl=en"
"0020-3874","2020","Revista do Instituto de Estudos Brasileiros","11","21","https://scholar.google.com/citations?view_op=list_hcore&venue=LiQK2cY3BwQJ.2020&hl=pt-BR"
"0021-2571","2015","Annali dell'Istituto Superiore di Sanità","17","22","http://scholar.google.com/citations?view_op=list_hcore&venue=YXU5XW3AneIJ.2015&hl=en"
"0021-2571","2016","Annali dell'Istituto Superiore di Sanità","18","25","http://scholar.google.com/citations?view_op=list_hcore&venue=YXU5XW3AneIJ.2016&hl=en"
"0021-2571","2017","Annali dell'Istituto Superiore di Sanità","20","26","http://scholar.google.com/citations?view_op=list_hcore&venue=YXU5XW3AneIJ.2017&hl=en"
"0021-7557","2013","Jornal de Pediatria (Rio J.)","23","28","http://scholar.google.com/citations?view_op=list_hcore&venue=sDtzz1KgWEsJ.2013&hl=pt-br"
"0021-7557","2014","Jornal de Pediatria (Rio J.)","21","26","http://scholar.google.com/citations?view_op=list_hcore&venue=sDtzz1KgWEsJ.2014&hl=pt-br"
"0021-7557","2015","Jornal de Pediatria (Rio J.)","24","31","http://scholar.google.com/citations?view_op=list_hcore&venue=sDtzz1KgWEsJ.2015&hl=pt-BR"
"0021-7557","2016","Jornal de Pediatria (Rio J.)","28","30","http://scholar.google.com/citations?view_op=list_hcore&venue=sDtzz1KgWEsJ.2016&hl=en"
"0021-7557","2020","Jornal de Pediatria (Rio J.)","36","45","https://scholar.google.com/citations?view_op=list_hcore&venue=sDtzz1KgWEsJ.2020&hl=pt-BR"
"0023-270X","2020","Koers","7","9","https://scholar.google.com/citations?view_op=list_hcore&venue=jA_ZkXl4jVoJ.2020&hl=en"
"0025-7680","2015","Medicina (Buenos Aires)","9","12","http://scholar.google.com/citations?view_op=list_hcore&venue=TTNwJa1plIUJ.2015&hl=en"
"0025-7680","2017","Medicina (Buenos Aires)","12","15","http://scholar.google.com/citations?view_op=list_hcore&venue=TTNwJa1plIUJ.2017&hl=en"
"0026-1742","2020","Revista de la Facultad de Medicina (México)","10","12","https://scholar.google.com/citations?view_op=list_hcore&venue=oYXAhmXU9BgJ.2020&hl=es"
"0028-2006","2020","Stellenbosch Theological Journal","7","12","https://scholar.google.com/citations?view_op=list_hcore&venue=3leaXV1oxmIJ.2020&hl=en"
"0028-3746","2017","Neumología y Cirugía de Tórax","4","4","http://scholar.google.com/citations?view_op=list_hcore&venue=kR8zNXuElgcJ.2017&hl=en"
"0030-2465","2015","Onderstepoort Journal of Veterinary Research","10","12","http://scholar.google.com/citations?view_op=list_hcore&venue=fldzANuRVCcJ.2015&hl=en"
"0030-2465","2016","Onderstepoort Journal of Veterinary Research","12","17","http://scholar.google.com/citations?view_op=list_hcore&venue=fldzANuRVCcJ.2016&hl=en"
"0030-2465","2017","Onderstepoort Journal of Veterinary Research","15","18","http://scholar.google.com/citations?view_op=list_hcore&venue=fldzANuRVCcJ.2017&hl=en"
"0030-2465","2020","Onderstepoort Journal of Veterinary Research","15","19","https://scholar.google.com/citations?view_op=list_hcore&venue=fldzANuRVCcJ.2020&hl=en"
"0031-1049","2014","Papéis Avulsos de Zoologia (São Paulo)","11","15","http://scholar.google.com/citations?view_op=list_hcore&venue=ruLIPUNCAb8J.2014&hl=pt-br"
"0031-1049","2015","Papéis Avulsos de Zoologia (São Paulo)","11","12","http://scholar.google.com/citations?view_op=list_hcore&venue=ruLIPUNCAb8J.2015&hl=pt-BR"
"0031-1049","2016","Papéis Avulsos de Zoologia (São Paulo)","10","13","http://scholar.google.com/citations?view_op=list_hcore&venue=ruLIPUNCAb8J.2016&hl=en"
"0031-1049","2017","Papéis Avulsos de Zoologia (São Paulo)","11","14","http://scholar.google.com/citations?view_op=list_hcore&venue=ruLIPUNCAb8J.2017&hl=en"
"0031-1049","2020","Papéis Avulsos de Zoologia","11","13","https://scholar.google.com/citations?view_op=list_hcore&venue=ruLIPUNCAb8J.2020&hl=pt-BR"
"0034-7094","2013","Revista Brasileira de Anestesiologia","12","16","http://scholar.google.com/citations?view_op=list_hcore&venue=LmnaJ_B3sRYJ.2013&hl=pt-br"
"0034-7094","2014","Revista Brasileira de Anestesiologia","15","18","http://scholar.google.com/citations?view_op=list_hcore&venue=LmnaJ_B3sRYJ.2014&hl=pt-br"
"0034-7094","2015","Revista Brasileira de Anestesiologia","15","21","http://scholar.google.com/citations?view_op=list_hcore&venue=LmnaJ_B3sRYJ.2015&hl=pt-BR"
"0034-7094","2016","Revista Brasileira de Anestesiologia","16","21","http://scholar.google.com/citations?view_op=list_hcore&venue=LmnaJ_B3sRYJ.2016&hl=en"
"0034-7094","2020","Revista Brasileira de Anestesiologia","22","28","https://scholar.google.com/citations?view_op=list_hcore&venue=jFtLHOkR-c8J.2020&hl=pt-BR"
"0034-7140","2013","Revista Brasileira de Economia","8","11","http://scholar.google.com/citations?view_op=list_hcore&venue=vapSJJhv_20J.2013&hl=pt-br"
"0034-7140","2014","Revista Brasileira de Economia","10","12","http://scholar.google.com/citations?view_op=list_hcore&venue=vapSJJhv_20J.2014&hl=pt-br"
"0034-7140","2015","Revista Brasileira de Economia","10","15","http://scholar.google.com/citations?view_op=list_hcore&venue=vapSJJhv_20J.2015&hl=pt-BR"
"0034-7140","2016","Revista Brasileira de Economia","9","13","http://scholar.google.com/citations?view_op=list_hcore&venue=vapSJJhv_20J.2016&hl=en"
"0034-7140","2017","Revista Brasileira de Economia","10","14","http://scholar.google.com/citations?view_op=list_hcore&venue=vapSJJhv_20J.2017&hl=en"
"0034-7140","2020","Revista Brasileira de Economia","12","17","https://scholar.google.com/citations?view_op=list_hcore&venue=vapSJJhv_20J.2020&hl=pt-BR"
"0034-7167","2013","Revista Brasileira de Enfermagem","26","36","http://scholar.google.com/citations?view_op=list_hcore&venue=dEBl8VQxnE8J.2013&hl=pt-br"
"0034-7167","2014","Revista Brasileira de Enfermagem","30","36","http://scholar.google.com/citations?view_op=list_hcore&venue=dEBl8VQxnE8J.2014&hl=pt-br"
"0034-7167","2015","Revista Brasileira de Enfermagem","28","33","http://scholar.google.com/citations?view_op=list_hcore&venue=dEBl8VQxnE8J.2015&hl=pt-BR"
"0034-7167","2016","Revista Brasileira de Enfermagem","27","33","http://scholar.google.com/citations?view_op=list_hcore&venue=dEBl8VQxnE8J.2016&hl=en"
"0034-7167","2017","Revista Brasileira de Enfermagem","29","37","http://scholar.google.com/citations?view_op=list_hcore&venue=dEBl8VQxnE8J.2017&hl=en"
"0034-7167","2020","Revista Brasileira de Enfermagem","33","39","https://scholar.google.com/citations?view_op=list_hcore&venue=0A7t94t8_poJ.2020&hl=pt-BR"
"0034-7280","2013","Revista Brasileira de Oftalmologia","6","6","http://scholar.google.com/citations?view_op=list_hcore&venue=PAbuBCRAWEoJ.2013&hl=pt-br"
"0034-7280","2014","Revista Brasileira de Oftalmologia","6","7","http://scholar.google.com/citations?view_op=list_hcore&venue=PAbuBCRAWEoJ.2014&hl=pt-br"
"0034-7280","2015","Revista Brasileira de Oftalmologia","7","9","http://scholar.google.com/citations?view_op=list_hcore&venue=PAbuBCRAWEoJ.2015&hl=pt-BR"
"0034-7280","2016","Revista Brasileira de Oftalmologia","8","9","http://scholar.google.com/citations?view_op=list_hcore&venue=PAbuBCRAWEoJ.2016&hl=en"
"0034-7280","2017","Revista Brasileira de Oftalmologia","8","9","http://scholar.google.com/citations?view_op=list_hcore&venue=PAbuBCRAWEoJ.2017&hl=en"
"0034-7280","2020","Revista Brasileira de Oftalmologia","9","10","https://scholar.google.com/citations?view_op=list_hcore&venue=PAbuBCRAWEoJ.2020&hl=pt-BR"
"0034-7299","2013","Revista Brasileira de Otorrinolaringologia","16","23","http://scholar.google.com/citations?view_op=list_hcore&venue=CCNsxK14YdYJ.2013&hl=pt-br"
"0034-7329","2013","Revista Brasileira de Política Internacional","14","20","http://scholar.google.com/citations?view_op=list_hcore&venue=ja3eOxjQ8kQJ.2013&hl=pt-br"
"0034-7329","2014","Revista Brasileira de Política Internacional","15","20","http://scholar.google.com/citations?view_op=list_hcore&venue=ja3eOxjQ8kQJ.2014&hl=pt-br"
